CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
['event.<init>'],"['file.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.<init>', 'state.setuncaughtexceptionhandler', 'error.']",['state.increaseinitializationfinished'],MulaRec,['state.increaseinitializationfinished'],0.8260869565217391,0.0,0.0,0.0,0.47058823529411764,0.0
['jlabel.settext'],"['jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.setvisible', 'jlabel.settext', 'jlabel.']","['imageicon.<init>', 'jlabel.<init>']",CodeBERT,['jlabel.settext'],0.776824034334764,0.0,0.8733738890328941,1.0,0.5,1.0
['string.endswith'],"['arraylist<string>.<init>', 'file.listfiles', 'file.getnamearraylist<string', '>.addarraylist<string', '>.sizearraylist<string', '>.toarray', 'file.getnamearraylist<string', '>.sizearraylist<string', '>.toarray', 'file.getnamearraylist<string', '>.sizearraylist<string', '>.toarray', 'file.getnamearraylist<string', '>.sizearraylist<string', '>.toarray']","['string.length', 'file.listfiles', 'linkedlist.<init>', 'file.getpath', 'list.add']",MulaRec,"['string.length', 'file.listfiles', 'linkedlist.<init>', 'file.getpath', 'list.add']",0.5588235294117647,0.0,0.9498211421262546,1.0,0.13333333333333333,1.0
"['fileinputstream.<init>', 'fileinputstream.read']","['fileinputstream.<init>', 'datainputstream.<init>', 'datainputstream.readfully', 'datainputstream.close']","['string.<init>', 'string.trim', 'integer.parseint']",MulaRec,"['string.<init>', 'string.trim', 'integer.parseint']",0.7919738397478041,0.8324721997468694,0.989909217144376,0.5,0.25,1.0
"['character.cast', 'character.gety', 'character.getx', 'character.cast', 'character.gety', 'character.getx', 'character.gety']","['character.cast', 'character.getx', 'character.cast', 'character.gety', 'character.cast', 'character.getx', 'character.gety']","['character.cast', 'character.getx', 'character.cast', 'character.gety']",MulaRec,"['character.cast', 'character.getx', 'character.cast', 'character.gety']",0.0,0.0,0.0,0.0,0.0,0.0
"['map<integer,list>.getmap<integer,list', '>.put', 'arraylist.<init>', 'list.addmap<integer,list', '>.put', 'list.addmap<integer,list', '>.put']","['arraylist<integer>.<init>list<integer', '>.addmap<integer,integer', '>.putlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer']","['list.sizearraylist<integer', '>.<init>', 'list.sizelist<integer', '>.addmap<integer,integer', '>.put', 'list.addlist<integer', '>.isemptymap<integer,integer', '>.put', 'list.add', 'list.getmap<integer,integer', '>.get', 'arraylist.<init>']",MulaRec,"['list.sizearraylist<integer', '>.<init>', 'list.sizelist<integer', '>.addmap<integer,integer', '>.put', 'list.addlist<integer', '>.isemptymap<integer,integer', '>.put', 'list.add', 'list.getmap<integer,integer', '>.get', 'arraylist.<init>']",0.0,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666
['map.put'],"['bitset.addhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.isemptyhashmap<bitset', '>.put', 'bitset.i']",['linkedlist.add'],CodeBERT,['map.put'],0.9263157894736842,0.0,1.0,1.0,0.0,1.0
['point.equals'],"['linkedlist<integer>.<init>linkedlist<integer', '>.containslinkedlist<integer', '>.<init>linkedlist<integer', '>.containslinkedlist<integer', '>.<init>linkedlist<integer', '>.containslinkedlist<integer', '>.<init>linkedlist<integer', '>.containslinkedlist<integer', '>.<init>linkedlist<integer', '>.containslinkedlist<integer', '>.<init>linkedlist<integer', '>.containslinkedlist']",['graph.equals'],MulaRec,['graph.equals'],0.8571428571428571,0.0,0.0,0.0,0.0,0.0
"['arraylist.<init>', 'integer.equals', 'list.add', 'integer.equals', 'list.add']","['arraylist<integer>.<init>', 'integer.equalslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<integer', '>.addlist<integer', '>.containslist<']","['arraylist.<init>', 'integer.equals', 'list.addlist<integer', '>.contains', 'list.add']",MulaRec,"['arraylist.<init>', 'integer.equals', 'list.addlist<integer', '>.contains', 'list.add']",0.8434985806973082,0.0,0.0,0.6,0.0,0.4
['arraylist<integer>.<init>'],"['list<integer>.sizearraylist<integer', '>.<init>list<integer', '>.sizelist<integer', '>.getlist<integer', '>.addlist<integer', '>.sizelist<integer', '>.getlist<integer', '>.addlist<integer', '>.sizelist<integer', '>.getlist<integer', '>.addlist<integer', '>.sizelist<integer', '>.getlist<integer', '>.addlist<integer', '>.sizelist<integer', '>.']","['list<integer>.size', 'arraylist.<init>']",CodeBERT,['arraylist<integer>.<init>'],0.42424242424242425,0.0,0.9469487938323748,0.0,0.0,0.5
['element.getchild'],"['element.getchildrenlist<element', '>.iteratoriterator<element', '>.hasnextiterator<element', '>.next', 'element.getattribute', 'element.getchildrenlist<element', '>.iteratoriterator<element', '>.hasnextiterator<element', '>.next', 'element.getattribute', 'element.getchildrenlist<element', '>.iteratoriterator<element', '>.hasnextiterator<element', '>.next', 'element.getattribute', 'element.getchildrenlist<element', '>.iteratoriterator<element', '>.hasnext']","['element.getchildren', 'element.getattribute', 'jmenuitem.setenabled']",MulaRec,"['element.getchildren', 'element.getattribute', 'jmenuitem.setenabled']",0.875,0.0,0.9645716184777939,0.0,0.16666666666666666,0.3333333333333333
"['string.equalsignorecase', 'vector.<init>', 'vector.addelement', 'vector.size', 'vector.copyinto']","['string.trimvector<object', '>.<init>', 'string.lengthvector<object', '>.addelementvector<object', '>.sizevector<object', '>.copyinto']","['string.trimvector<object', '>.<init>', 'string.lengthvector<object', '>.addelementvector<object', '>.isemptyvector<object', '>.sizevector<object', '>.copyinto']",MulaRec,"['string.trimvector<object', '>.<init>', 'string.lengthvector<object', '>.addelementvector<object', '>.isemptyvector<object', '>.sizevector<object', '>.copyinto']",0.0,0.0,0.0,0.8,0.0,0.0
"['arraylist.iterator', 'iterator.hasnext', 'iterator.next', 'float.cast', 'float.floatvalue', 'float.<init>', 'vector.addelement']","['arrays.sort', 'vector.size', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement', 'float.cast', 'float.compareto', 'vector.lastelement']","['arrays.sort', 'vector.size', 'vector.lastelement', 'float.cast', 'float.floatvalue', 'float.<init>', 'vector.addelement']",MulaRec,"['arrays.sort', 'vector.size', 'vector.lastelement', 'float.cast', 'float.floatvalue', 'float.<init>', 'vector.addelement']",0.8787277140544113,0.0,0.9861510723074237,0.42857142857142855,0.07407407407407407,0.42857142857142855
"['double.<init>', 'double.isnan', 'math.round']","['double.parsedouble', 'bigdecimal.<init>', 'bigdecimal.setscale', 'bigdecimal.valueof', 'bigdecimal.<init>', 'bigdecimal.setscale', 'bigdecimal.valueof', 'bigdecimal.<init>', 'bigdecimal.setscale', 'bigdecimal.valueof', 'bigdecimal.<init>', 'bigdecimal.setscale', 'bigdecimal.valueof', 'bigdecimal.<init>', 'bigdecimal.setscale', 'bigdecimal.valueof', 'bigdecimal.<init>', 'bigdecimal.setscalebigdecimal']",['double.parsedouble'],MulaRec,['double.parsedouble'],0.850664272451907,0.0,1.0,1.0,0.05555555555555555,1.0
"['xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getattributevalue', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'xmlstreamreader.getnamespacecontext', 'vector.<init>', 'xmlstreamreader.next', 'arraylist.<init>', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getname', 'qname.<init>']","['xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getattributevalue', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'xmlstreamreader.getnamespacecontext', 'vector.<init>', 'xmlstreamreader.next', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getname', 'qname.<init>', 'qname.equals', 'xmlstreamreader.isstartelementxml']","['xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getattributevalue', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'xmlstreamreader.getnamespacecontext', 'vector.<init>', 'xmlstreamreader.next', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getname', 'qname.<init>', 'qname.equals', 'xmlstreamreader.isstartelement', 'xmlstreamreader.getelementtext', 'xmlstreamreader.next', 'xmlstreamreader.getlocalname', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getname', 'qname.<init>', 'qname.equals', 'xmlstreamreader.isstartelement', 'xmlstreamreader.getelementtext', 'xmlstreamreader.next', 'xmlstreamreader.getlocalname', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.isstartelement', 'xmlstreamreader.getlocalname']",MulaRec,"['xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getattributevalue', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'xmlstreamreader.getnamespacecontext', 'vector.<init>', 'xmlstreamreader.next', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getname', 'qname.<init>', 'qname.equals', 'xmlstreamreader.isstartelement', 'xmlstreamreader.getelementtext', 'xmlstreamreader.next', 'xmlstreamreader.getlocalname', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.getname', 'qname.<init>', 'qname.equals', 'xmlstreamreader.isstartelement', 'xmlstreamreader.getelementtext', 'xmlstreamreader.next', 'xmlstreamreader.getlocalname', 'xmlstreamreader.isendelement', 'xmlstreamreader.isstartelement', 'xmlstreamreader.next', 'xmlstreamreader.isstartelement', 'xmlstreamreader.getlocalname']",0.0,0.0,0.0,0.5294117647058824,0.4444444444444444,0.3055555555555556
"['list.listiterator', 'listiterator.hasnext', 'listiterator.next', 'listiterator.previous', 'listiterator.add']","['list.listiterator', 'listiterator.hasnext', 'listiterator.next', 'listiterator.previous', 'listiterator.add', 'list.listiterator', 'listiterator.hasnext', 'listiterator.next', 'listiterator.previous', 'listiterator.add']","['list.listiterator', 'listiterator.hasnext', 'listiterator.next', 'listiterator.previous', 'listiterator.add', 'list.add']",MulaRec,"['list.listiterator', 'listiterator.hasnext', 'listiterator.next', 'listiterator.previous', 'listiterator.add', 'list.add']",0.0,0.0,0.0,0.0,0.0,0.16666666666666666
"['imageio.read', 'bufferedimage.getwidth', 'bufferedimage.getheight']","['file.deleteonexit', 'imageio.read', 'imageio.createimageinputstream', 'imageio.getimagereaders', 'bufferedimage.getwidth', 'bufferedimage.getheight']","['file.deleteonexit', 'imageio.read', 'imageio.createimageinputstream', 'imageio.getimagereaders', 'imageio.createimageinputstream', 'imageio.getimagereaders', 'bufferedimage.getwidth', 'bufferedimage.getheight', 'bufferedimage.getwidth', 'bufferedimage.getheight']",MulaRec,"['file.deleteonexit', 'imageio.read', 'imageio.createimageinputstream', 'imageio.getimagereaders', 'imageio.createimageinputstream', 'imageio.getimagereaders', 'bufferedimage.getwidth', 'bufferedimage.getheight', 'bufferedimage.getwidth', 'bufferedimage.getheight']",0.813369234797896,0.0,0.0,1.0,0.5,0.5
['hashmap.<init>'],"['string.indexof', 'string.substring', 'string.length', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof']","['hashmap<string,object>.<init>']",MulaRec,"['hashmap<string,object>.<init>']",0.5,0.7896540275974212,0.9545454545454546,1.0,1.0,0.0
"['string.indexof', 'string.substringarraylist<string', '>.add']","['arraylist<string>.sizearraylist<string', '>.getarraylist<string', '>.addarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.setarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.setarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.setarraylist<string', '>.sizearraylist<string', '>.get']",['arraylist<string>.add'],MulaRec,['arraylist<string>.add'],0.0,0.0,1.0,0.3333333333333333,0.07142857142857142,1.0
['string.length'],"['color.getblue', 'decimalformat.format']",['color.getblue'],CodeT5,"['color.getblue', 'decimalformat.format']",0.8308181096108023,0.7991931414991966,1.0,1.0,0.0,0.0
"['mullersolver.getrelativeaccuracy', 'mullersolver.getabsoluteaccuracy', 'mullersolver.getfunctionvalueaccuracy', 'mullersolver.computeobjectivevalue', 'mullersolver.getfunctionvalue']","['mullersolver.getrelativeaccuracy', 'mullersolver.getabsoluteaccuracy', 'mullersolver.getfunctionvalueaccuracy', 'mullersolver.computeobjectivevalue']","['mullersolver.getrelativeaccuracy', 'mullersolver.getabsoluteaccuracy', 'mullersolver.getfunctionvalueaccuracy', 'mullersolver.computeobjectivevalue', 'mullersolver.issequence', 'mullersolver.computeobjectivevalue']",MulaRec,"['mullersolver.getrelativeaccuracy', 'mullersolver.getabsoluteaccuracy', 'mullersolver.getfunctionvalueaccuracy', 'mullersolver.computeobjectivevalue', 'mullersolver.issequence', 'mullersolver.computeobjectivevalue']",0.0,0.0,0.0,0.0,0.0,0.0
"['map.renameroomhashmap<string', '>.put']","['map.renameroom', 'map.put']",['map.renameto'],CodeBERT,"['map.renameroomhashmap<string', '>.put']",0.0,0.0,0.0,0.0,0.5,0.0
"['file.delete', 'objectinputstream.<init>', 'bufferedinputstream.<init>', 'objectinputstream.readobject', 'objectinputstream.close', 'file.delete']","['vector.size', 'vector.get', 'file.cast', 'fileinputstream.<init>', 'bufferedinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'objectinputstream.close']","['vector.size', 'vector.get', 'file.cast', 'fileinputstream.<init>', 'bufferedinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'objectinputstream.close', 'tablemodelevent.<init>', 'file.delete', 'vector.size', 'vector.remove']",MulaRec,"['vector.size', 'vector.get', 'file.cast', 'fileinputstream.<init>', 'bufferedinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'objectinputstream.close', 'tablemodelevent.<init>', 'file.delete', 'vector.size', 'vector.remove']",0.8567244896786771,0.8743573973194221,0.9870987709567703,0.6666666666666666,0.75,0.6666666666666666
"['vector.setvisible', 'vector.addelement']","['vector.<init>', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelement', 'vector.lastelement', 'vector.addelementvector']","['vector.setsize', 'vector.addelement', 'vector.<init>', 'vector.addelement']",MulaRec,"['vector.setsize', 'vector.addelement', 'vector.<init>', 'vector.addelement']",0.0,0.0,0.0,0.5,0.5,0.75
"['string.split', 'string.equals', 'file.tostring']","['arraylist<string>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.contains', 'file.tostringarraylist<string', '>.containsfile']","['string.split', 'string.contains', 'file.tostring', 'string.split', 'string.contains']",MulaRec,"['string.split', 'string.contains', 'file.tostring', 'string.split', 'string.contains']",0.6095418552062265,0.0,0.9483441425921527,0.6666666666666666,0.0,0.8
