original_index,final_status,codebert_status,codet5_status,mularec_status,correct_api,final_api,codebert_api,codet5_api,mularec_api
9642,1,0,1,1,jpanel.setlayout,jpanel.setlayout,grouplayout.sethorizontalgroup,jpanel.setlayout,jpanel.setlayout
9643,1,1,1,1,range.getlowerbound,range.getlowerbound,range.getlowerbound,range.getlowerbound,range.getlowerbound
9645,2,0,0,0,domnormalizer.startelement,none.none,xmlattributes.getlength,augmentations.getitem,xmlattributes.getlength
9646,1,1,1,1,page.getpagetransform,page.getpagetransform,page.getpagetransform,page.getpagetransform,page.getpagetransform
9647,0,0,0,0,string.contains,string.substring,string.charat,string.substring,string.substring
9648,0,0,0,0,thread.sleep,string.format,arrays.tostring,math.abs,string.format
9649,1,1,0,1,hashmap<string>.put,hashmap<string>.put,hashmap<string>.put,map<string>.put,hashmap<string>.put
9654,1,1,1,1,math.min,math.min,math.min,math.min,math.min
9656,0,0,0,0,file.<init>,integer.parseint,system.currenttimemillis,properties.<init>,integer.parseint
9659,1,1,1,1,mouseevent.gety,mouseevent.gety,mouseevent.gety,mouseevent.gety,mouseevent.gety
9660,1,1,1,1,runnable.<init>,runnable.<init>,runnable.<init>,runnable.<init>,runnable.<init>
9661,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
9667,2,1,1,1,cell>.hasnext,none.none,cell>.hasnext,cell>.hasnext,cell>.hasnext
9668,1,1,0,1,string.length,string.length,string.length,string.indexof,string.length
9669,0,0,0,1,hashmap<integer>.containskey,hashmap<integer>.put,hashmap<integer>.put,hashmap<integer>.put,hashmap<integer>.containskey
9673,2,0,0,0,math.min,none.none,charbuffer.remaining,charbuffer.remaining,charbuffer.remaining
9675,1,1,1,1,graphics.drawimage,graphics.drawimage,graphics.drawimage,graphics.drawimage,graphics.drawimage
9677,2,0,0,0,node.getconnections,none.none,interval.getb,node.gety,node.getxpos
9682,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
9683,0,0,0,0,jcombobox.<init>,jtextfield.<init>,jtextfield.<init>,jtextfield.<init>,jtextfield.<init>
9684,0,0,0,0,arraylist<integer>.get,integer.parseint,integer.parseint,integer.parseint,arraylist<string>.get
9685,1,1,1,1,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements,enumeration.hasmoreelements
9686,2,1,1,1,arraylist<arraylist<window>>.get,none.none,arraylist<arraylist<window>>.get,arraylist<arraylist<window>>.get,arraylist<arraylist<window>>.get
9688,1,1,1,1,"map<string,integer>.put","map<string,integer>.put","map<string,integer>.put","map<string,integer>.put","map<string,integer>.put"
9689,1,1,1,1,path2d.needroom,path2d.needroom,path2d.needroom,path2d.needroom,path2d.needroom
9691,0,0,0,0,jtextarea.getdocument,string.equals,jtextarea.settext,jtextarea.gettext,string.equals
9694,1,1,1,1,string.format,string.format,string.format,string.format,string.format
9699,1,1,1,1,attribute.isnominal,attribute.isnominal,attribute.isnominal,attribute.isnominal,attribute.isnominal
9701,0,0,0,1,jlabel.<init>,jscrollpane.<init>,jscrollpane.<init>,jscrollpane.<init>,jlabel.<init>
9702,0,0,0,1,math.abs,arraylist.get,arrays.tostring,arraylist.get,math.abs
9705,2,1,0,1,menu.cast,none.none,menu.cast,menuitem.<init>,menu.cast
9708,0,0,0,0,date.cast,integer.cast,string.format,boolean.<init>,integer.cast
9709,0,0,0,0,imageicon.<init>,borderlayout.<init>,borderlayout.<init>,borderlayout.<init>,borderlayout.<init>
9711,2,0,0,0,graphics.popstate,none.none,graphics.translate,graphics.cliprect,graphics.translate
9713,2,0,0,1,math.cos,none.none,circle.getcenter,math.sin,math.cos
9721,2,1,1,1,"twokeyhashmap<integer,string>.<init>",none.none,"twokeyhashmap<integer,string>.<init>","twokeyhashmap<integer,string>.<init>","twokeyhashmap<integer,string>.<init>"
9723,2,1,1,1,canvas.step,none.none,canvas.step,canvas.step,canvas.step
9724,0,0,0,1,math.sqrt,math.exp,math.exp,math.exp,math.sqrt
9725,2,1,1,1,arraylist<element>.get,none.none,arraylist<element>.get,arraylist<element>.get,arraylist<element>.get
9729,2,0,0,0,"hashmap<location,integer>.remove",none.none,location.getblock,location.getx,location.getblock
9730,0,0,0,0,integer.<init>,list.get,list.size,list.get,list<integer>.size
9732,2,1,1,1,property.cast,none.none,property.cast,property.cast,property.cast
9734,2,0,1,1,xmlformatter.istypespecified,none.none,xmlformatter.isclassspecified,xmlformatter.istypespecified,xmlformatter.istypespecified
9735,1,1,1,1,arraylist<list>.<init>,arraylist<list>.<init>,arraylist<list>.<init>,arraylist<list>.<init>,arraylist<list>.<init>
9737,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
9738,0,1,0,0,element.getchildnodes,element.getelementsbytagname,element.getchildnodes,element.getelementsbytagname,element.getchildren
9739,2,1,0,1,integer.tostring,none.none,integer.tostring,juliantest.isleapyear,integer.tostring
9740,0,0,0,1,double.parsedouble,printwriter.println,printwriter.close,printwriter.println,double.parsedouble
9745,2,1,1,1,service.<init>,none.none,service.<init>,service.<init>,service.<init>
9748,1,0,1,1,hashset.<init>,hashset.<init>,set.add,hashset.<init>,hashset.<init>
9751,1,1,1,1,constantpool.checktype,constantpool.checktype,constantpool.checktype,constantpool.checktype,constantpool.checktype
9754,1,1,1,1,"map<string,string>.put","map<string,string>.put","map<string,string>.put","map<string,string>.put","map<string,string>.put"
9756,2,1,1,1,messages.gethiddenunitsfieldbuilder,none.none,messages.gethiddenunitsfieldbuilder,messages.gethiddenunitsfieldbuilder,messages.gethiddenunitsfieldbuilder
9757,1,1,1,1,string.indexof,string.indexof,string.indexof,string.indexof,string.indexof
9758,2,0,0,1,connection.getroutingconstraint,none.none,connection.setroutingconstraint,connection.createtranslatetorelative,connection.getroutingconstraint
9759,1,1,1,1,jfilechooser.getselectedfile,jfilechooser.getselectedfile,jfilechooser.getselectedfile,jfilechooser.getselectedfile,jfilechooser.getselectedfile
9761,1,1,1,1,thread.sleep,thread.sleep,thread.sleep,thread.sleep,thread.sleep
9762,0,0,0,0,string.indexof,string.length,string.length,string.length,string.length
9767,0,0,0,0,string.indexof,string.trim,string.isempty,string.trim,string.trim
9768,0,0,1,0,system.currenttimemillis,string.equals,string.equals,system.currenttimemillis,socket.close
9771,0,0,0,0,url.getfile,stringbuilder.<init>,file.<init>,stringbuilder.<init>,filewriter.<init>
9772,1,0,1,1,filewriter.<init>,filewriter.<init>,bufferedwriter.write,filewriter.<init>,filewriter.<init>
9774,1,1,0,1,string.equals,string.equals,string.equals,string.contains,string.equals
9775,1,1,1,1,object.equals,object.equals,object.equals,object.equals,object.equals
9779,1,1,1,1,point.getz,point.getz,point.getz,point.getz,point.getz
9780,0,0,1,0,joptionpane.showmessagedialog,jtextfield.settext,jtextfield.settext,joptionpane.showmessagedialog,jtextfield.settext
9787,2,1,1,0,"navigablemap<string,string>.keyset",none.none,"navigablemap<string,string>.keyset","navigablemap<string,string>.keyset","navigablemap<string,string>.size"
9788,2,0,0,0,string.format,none.none,stringbuilder.append,role.gettype,stringbuilder.length
9790,0,0,0,0,math.pow,text.settext,text.settext,jtextfield.settext,text.settext
9791,2,0,0,1,annotation.annotationtype,none.none,"annotation>,list>.containskey",annotation>.getmodifiers,annotation.annotationtype
9792,2,1,1,1,frame.getlocals,none.none,frame.getlocals,frame.getlocals,frame.getlocals
9793,0,0,0,0,server.sendtoalludp,list.get,list.get,arraylist.iterator,arraylist.get
9794,1,1,1,0,fileinputstream.<init>,fileinputstream.<init>,fileinputstream.<init>,fileinputstream.<init>,file.delete
9797,1,1,1,1,string.indexof,string.indexof,string.indexof,string.indexof,string.indexof
9799,1,1,1,1,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch
9801,1,1,1,1,string.<init>,string.<init>,string.<init>,string.<init>,string.<init>
9802,1,1,1,1,jlabel.<init>,jlabel.<init>,jlabel.<init>,jlabel.<init>,jlabel.<init>
9803,1,1,1,1,scanner.nextline,scanner.nextline,scanner.nextline,scanner.nextline,scanner.nextline
9804,2,0,0,0,inflaterinputstream.<init>,none.none,bufferedinputstream.<init>,urlconnection.getcontentencoding,inputstream.read
9805,2,0,1,1,queue<integer>.add,none.none,queue<integer>.poll,queue<integer>.add,queue<integer>.add
9806,0,0,0,0,math.abs,system.arraycopy,math.ceil,math.min,system.arraycopy
9807,1,1,0,0,string.substring,string.substring,string.substring,"hashmap<string,list<string>>.containskey",hashset.<init>
9808,1,0,1,0,font.<init>,font.<init>,jlabel.setalignmentx,font.<init>,jlabel.setforeground
9810,1,1,1,1,long.parselong,long.parselong,long.parselong,long.parselong,long.parselong
9812,0,0,0,0,package.delete,file.isdirectory,file.listfiles,file.isdirectory,file.isdirectory
9813,1,1,1,1,graphics2d.cast,graphics2d.cast,graphics2d.cast,graphics2d.cast,graphics2d.cast
9814,2,0,0,0,list.size,none.none,"hashmap<string,template>.put",arraylist<string>.<init>,file.getparent
9817,2,0,1,1,jbutton.setvisible,none.none,jlabel.settext,jbutton.setvisible,jbutton.setvisible
9823,2,0,0,0,file.<init>,none.none,integer.parseint,integer.parseint,properties.containskey
9827,1,1,1,1,string.format,string.format,string.format,string.format,string.format
9832,2,1,0,1,"entry<string,class>.getvalue",none.none,"entry<string,class>.getvalue","entry<string,class>.getkey","entry<string,class>.getvalue"
9833,1,1,1,1,bufferedimage.creategraphics,bufferedimage.creategraphics,bufferedimage.creategraphics,bufferedimage.creategraphics,bufferedimage.creategraphics
9837,0,0,0,0,graphics2d.gettransform,graphics2d.drawimage,graphics2d.drawimage,graphics2d.drawimage,graphics2d.drawimage
9839,2,1,1,1,duration.<init>,none.none,duration.<init>,duration.<init>,duration.<init>
9842,2,1,1,1,selectablechannel.keyfor,none.none,selectablechannel.keyfor,selectablechannel.keyfor,selectablechannel.keyfor
9843,2,1,1,1,edge.getsource,none.none,edge.getsource,edge.getsource,edge.getsource
9845,2,0,0,1,windowlistener.<init>,none.none,system.currenttimemillis,jpanel.<init>,windowlistener.<init>
9846,1,1,1,1,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch
9850,0,0,0,0,container.<init>,imageicon.<init>,timer.<init>,imageicon.<init>,thread.<init>
9852,2,0,0,0,vector.add,none.none,reentrantlock.unlock,reentrantlock.unlock,reentrantlock.unlock
9854,1,1,1,1,integer.parseint,integer.parseint,integer.parseint,integer.parseint,integer.parseint
9858,0,1,0,0,integer.parseint,integer.tostring,integer.parseint,character.isdigit,integer.tostring
9862,2,0,0,1,"map<integer,list<string>>.containskey",none.none,"map<integer,list<string>>.keyset","map<integer,list<string>>.keyset","map<integer,list<string>>.containskey"
9864,2,1,1,1,filehandler.<init>,none.none,filehandler.<init>,filehandler.<init>,filehandler.<init>
9871,1,1,1,1,button.<init>,button.<init>,button.<init>,button.<init>,button.<init>
9872,2,1,1,1,context.setlanguageversion,none.none,context.setlanguageversion,context.setlanguageversion,context.setlanguageversion
9873,1,1,1,1,integer.parseint,integer.parseint,integer.parseint,integer.parseint,integer.parseint
9875,1,1,1,0,bufferedimage.creategraphics,bufferedimage.creategraphics,bufferedimage.creategraphics,bufferedimage.creategraphics,bufferedimage.getgraphics
9876,2,0,1,1,hashset<string>.isempty,none.none,hashset<string>.contains,hashset<string>.isempty,hashset<string>.isempty
9877,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
9881,0,0,0,0,path.cast,list.size,arraylist.<init>,arraylist<object>.<init>,list.size
9882,1,1,1,1,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast
9884,2,1,1,1,card.rank,none.none,card.rank,card.rank,card.rank
9888,2,0,1,0,field.getname,none.none,field.getint,field.getname,method.getname
9889,0,0,0,0,"map<string,list>.put","hashmap<string,list>.<init>","hashmap<string,list>.<init>","map<string,list>.entryset",collections.sort
9890,1,1,1,1,accessible.checkwidget,accessible.checkwidget,accessible.checkwidget,accessible.checkwidget,accessible.checkwidget
9892,2,0,0,0,math.min,none.none,iterator.<init>,"arraylist<pair<integer,integer>>.<init>",arrays.fill
9893,1,1,1,1,file.length,file.length,file.length,file.length,file.length
9898,2,1,1,1,property.curry,none.none,property.curry,property.curry,property.curry
9899,2,1,0,1,system.currenttimemillis,none.none,system.currenttimemillis,textfield.requestfocus,system.currenttimemillis
9900,0,0,0,1,integer.parseint,string.substring,string.substring,biginteger.<init>,integer.parseint
9901,0,0,0,0,randomaccessfile.writeshort,short.reversebytes,short.reversebytes,short.reversebytes,short.reversebytes
9903,0,0,0,0,fileinputstream.<init>,xmlinputfactory.createxmleventreader,xmlinputfactory.createxmleventreader,xmlinputfactory.createxmleventreader,xmlinputfactory.createxmlstreamreader
9905,1,1,1,1,range.getlowerbound,range.getlowerbound,range.getlowerbound,range.getlowerbound,range.getlowerbound
9906,2,0,0,1,composite.getdisplay,none.none,label.gettext,composite.getshell,composite.getdisplay
9913,1,1,1,1,object.cast,object.cast,object.cast,object.cast,object.cast
9914,1,1,1,1,object.<init>,object.<init>,object.<init>,object.<init>,object.<init>
9919,2,1,1,1,line.getplayerid,none.none,line.getplayerid,line.getplayerid,line.getplayerid
9921,1,1,1,1,integer.longvalue,integer.longvalue,integer.longvalue,integer.longvalue,integer.longvalue
9923,2,1,1,1,message.displaymessage,none.none,message.displaymessage,message.displaymessage,message.displaymessage
9925,1,1,1,1,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup
9926,2,0,1,0,text.settext,none.none,file.isdirectory,text.settext,joptionpane.showmessagedialog
9927,0,0,0,0,list.get,list<double>.get,arraylist<double>.get,"hashmap<integer,integer>.<init>",list<double>.get
9929,2,1,1,1,element.outerhtml,none.none,element.outerhtml,element.outerhtml,element.outerhtml
9930,1,1,1,1,double.tostring,double.tostring,double.tostring,double.tostring,double.tostring
9932,1,1,1,1,consolehandler.<init>,consolehandler.<init>,consolehandler.<init>,consolehandler.<init>,consolehandler.<init>
9933,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
9935,0,1,0,0,thread.sleep,vector.removeallelements,thread.sleep,inetaddress.getbyname,vector.removeallelements
9937,2,1,1,1,circle.<init>,none.none,circle.<init>,circle.<init>,circle.<init>
9939,1,0,1,1,bytearrayoutputstream.<init>,bytearrayoutputstream.<init>,datainputstream.<init>,bytearrayoutputstream.<init>,bytearrayoutputstream.<init>
9940,1,0,1,1,font.<init>,font.<init>,graphics2d.drawstring,font.<init>,font.<init>
9943,1,1,1,1,integer.cast,integer.cast,integer.cast,integer.cast,integer.cast
9945,2,0,0,1,"hashmap<integer,node>.keyset",none.none,message.<init>,"hashmap<integer,node>.get","hashmap<integer,node>.keyset"
9947,1,1,1,1,gregoriancalendar.<init>,gregoriancalendar.<init>,gregoriancalendar.<init>,gregoriancalendar.<init>,gregoriancalendar.<init>
9949,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
9953,2,1,0,1,resultset.next,none.none,resultset.next,"hashmap<field,object>.<init>",resultset.next
9959,1,1,1,1,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast
9961,2,0,0,0,dataoutputstream.close,none.none,fileoutputstream.close,bufferedoutputstream.close,bufferedoutputstream.close
9962,0,0,0,0,file.<init>,filereader.<init>,string.equals,filereader.<init>,filereader.<init>
9963,1,1,1,1,list.isempty,list.isempty,list.isempty,list.isempty,list.isempty
9972,1,1,1,1,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast
9976,0,0,0,0,jlist<string>.getselectedvalue,jlist.getselectedvalue,jlist.getselectedvalue,jlist.getselectedvalue,jlist.getselectedvalue
9977,1,1,1,1,jpanel.add,jpanel.add,jpanel.add,jpanel.add,jpanel.add
9978,2,0,0,0,inetaddress.getlocalhost,none.none,serversocket.bind,serversocket.bind,serversocket.isclosed
9986,1,1,1,1,character.iswhitespace,character.iswhitespace,character.iswhitespace,character.iswhitespace,character.iswhitespace
9987,1,1,1,1,base64.encodebytes,base64.encodebytes,base64.encodebytes,base64.encodebytes,base64.encodebytes
9988,1,1,0,0,thread.start,thread.start,thread.start,socket.getinputstream,socket.getoutputstream
9990,2,0,0,0,thread.sleep,none.none,threadpoolexecutor.wait,workerthreadpool.allresting,threadpool.all
9992,2,0,1,0,jtree.<init>,none.none,jtree.setrootvisible,jtree.<init>,defaulttreemodel.<init>
